,average_degree,clustering_coef,average_shortest_path,n_edges,n_nodes
0,4.0,0.4013333333333333,3.04,50,25
1,4.0,0.4013333333333333,3.04,50,25
2,3.84,0.38285714285714284,2.6133333333333333,48,25
3,3.76,0.30552380952380953,2.5733333333333333,47,25
4,3.2,0.1356190476190476,NaN,40,25
5,3.75,0.3159722222222222,2.4239130434782608,45,24
6,3.28,0.10476190476190476,2.5233333333333334,41,25
7,2.88,0.11104761904761905,2.88,36,25
8,3.4166666666666665,0.14543650793650795,2.4130434782608696,41,24
9,3.28,0.092,2.63,41,25
10,3.090909090909091,0.15757575757575756,2.9437229437229435,34,22
11,2.6666666666666665,0.012500000000000002,3.286231884057971,32,24
12,2.1666666666666665,0.10277777777777779,NaN,26,24
13,2.727272727272727,0.10238095238095238,2.7662337662337664,30,22
14,2.64,0.21466666666666664,NaN,33,25
15,3.0,0.2287878787878788,2.619047619047619,33,22
16,3.1818181818181817,0.1906926406926407,2.445887445887446,35,22
17,3.28,0.2434285714285714,2.703333333333333,41,25
18,3.6666666666666665,0.23974867724867724,2.347826086956522,44,24
19,3.3043478260869565,0.12727272727272726,2.4071146245059287,38,23
20,2.761904761904762,0.10453514739229026,2.8190476190476192,29,21
21,2.8333333333333335,0.20932539682539683,3.0217391304347827,34,24
22,3.04,0.04276190476190476,2.66,38,25
23,3.0,0.0998015873015873,2.6159420289855073,36,24
24,3.28,0.24247619047619046,2.6166666666666667,41,25
25,3.1666666666666665,0.0628968253968254,2.6231884057971016,38,24
26,3.217391304347826,0.13899240855762596,2.561264822134387,37,23
27,3.5652173913043477,0.2824957651044608,NaN,41,23
28,3.6,0.34119047619047616,2.2526315789473683,36,20
29,3.6666666666666665,0.19016955266955268,2.318840579710145,44,24
30,4.0,0.2731227106227106,2.1956521739130435,48,24
31,4.0,0.23381818181818181,2.4033333333333333,50,25
32,3.6666666666666665,0.13445767195767197,2.369565217391304,44,24
33,3.36,0.22606349206349205,NaN,42,25
34,3.090909090909091,0.21017316017316015,2.5194805194805197,34,22
35,3.75,0.2933531746031746,2.2971014492753623,45,24
36,3.92,0.19419047619047616,2.41,49,25
37,3.44,0.17238095238095238,NaN,43,25
38,3.5652173913043477,0.1281573498964803,2.375494071146245,41,23
39,4.0,0.12060041407867494,2.347826086956522,46,23
40,3.76,0.12457142857142857,2.3633333333333333,47,25
41,3.2,0.07123809523809524,NaN,40,25
42,2.4166666666666665,0.139484126984127,NaN,29,24
43,2.6666666666666665,0.015873015873015872,2.7714285714285714,28,21
44,2.6956521739130435,0.10062111801242235,2.8181818181818183,31,23
45,2.9565217391304346,0.13754313319530712,2.6600790513833994,34,23
46,3.1666666666666665,0.10677910052910052,2.579710144927536,38,24
47,2.9565217391304346,0.07246376811594202,3.067193675889328,34,23
48,2.9565217391304346,0.27971014492753626,3.0513833992094863,34,23
49,3.5,0.19837962962962963,2.4057971014492754,42,24
50,3.5833333333333335,0.2751322751322751,2.4456521739130435,43,24
51,3.84,0.1836190476190476,2.31,48,25
52,3.28,0.2019047619047619,2.65,41,25
53,3.3333333333333335,0.24807256235827665,2.5142857142857142,35,21
54,3.0833333333333335,0.16984126984126982,2.6956521739130435,37,24
55,3.0,0.13047619047619047,2.5,30,20
56,3.391304347826087,0.12349896480331264,2.4822134387351777,39,23
57,3.28,0.13514285714285715,2.5366666666666666,41,25
58,2.88,0.08914285714285715,2.776666666666667,36,25
59,2.727272727272727,0.14285714285714285,2.7186147186147185,30,22
60,3.0476190476190474,0.1569160997732426,2.5714285714285716,32,21
61,3.12,0.15088888888888888,2.6633333333333336,39,25
62,3.36,0.0846984126984127,2.506666666666667,42,25
63,3.44,0.06333333333333332,2.4233333333333333,43,25
64,2.608695652173913,0.09420289855072463,3.177865612648221,30,23
65,2.869565217391304,0.1538302277432712,NaN,33,23
66,2.909090909090909,0.141017316017316,2.8484848484848486,32,22
67,3.0833333333333335,0.10099206349206348,NaN,37,24
68,3.0833333333333335,0.09424603174603174,2.7282608695652173,37,24
69,3.391304347826087,0.18737060041407866,2.588932806324111,39,23
70,3.36,0.07733333333333334,2.67,42,25
71,3.5652173913043477,0.02608695652173913,2.4901185770750986,41,23
72,3.9130434782608696,0.14554865424430644,2.2292490118577075,45,23
