,average_degree,clustering_coef,average_shortest_path,n_edges,n_nodes
0,4.0,0.41733333333333333,2.8233333333333333,50,25
1,4.0,0.41733333333333333,2.8233333333333333,50,25
2,3.92,0.3231428571428572,2.51,49,25
3,4.0,0.24709595959595962,2.3333333333333335,48,24
4,3.44,0.08526984126984127,2.52,43,25
5,3.1818181818181817,0.09797979797979797,2.5324675324675323,35,22
6,3.36,0.11822222222222223,2.66,42,25
7,2.96,0.08885714285714286,NaN,37,25
8,3.0833333333333335,0.11279761904761905,2.6340579710144927,37,24
9,3.1818181818181817,0.12424242424242425,2.6147186147186146,35,22
10,2.6956521739130435,0.13892339544513457,NaN,31,23
11,3.0833333333333335,0.06666666666666667,2.971014492753623,37,24
12,2.5833333333333335,0.10059523809523808,3.141304347826087,31,24
13,2.72,0.0918095238095238,2.79,34,25
14,2.6956521739130435,0.0782608695652174,3.0,31,23
15,3.4166666666666665,0.31398809523809523,2.5471014492753623,41,24
16,3.2,0.16838095238095238,2.736666666666667,40,25
17,3.6363636363636362,0.2641774891774892,2.2683982683982684,40,22
18,3.52,0.14866666666666664,2.4766666666666666,44,25
19,3.391304347826087,0.20213940648723255,2.474308300395257,39,23
20,3.44,0.14685714285714285,2.56,43,25
21,3.04,0.1276190476190476,2.73,38,25
22,2.96,0.24,2.9633333333333334,37,25
23,2.6956521739130435,0.02318840579710145,2.7509881422924902,31,23
24,3.3333333333333335,0.32242063492063494,2.579710144927536,40,24
25,3.1666666666666665,0.15873015873015872,2.597826086956522,38,24
26,2.64,0.084,3.08,33,25
27,2.6363636363636362,0.0,NaN,29,22
28,2.64,0.07466666666666667,3.1166666666666667,33,25
29,2.8181818181818183,0.1420995670995671,NaN,31,22
30,3.0833333333333335,0.23219696969696968,2.5942028985507246,37,24
31,3.25,0.27095959595959596,2.4565217391304346,39,24
32,3.3333333333333335,0.18581349206349207,2.5833333333333335,40,24
33,3.4782608695652173,0.16231884057971016,2.600790513833992,40,23
34,3.8333333333333335,0.25615079365079363,2.4456521739130435,46,24
35,3.6,0.21885714285714286,2.4366666666666665,45,25
36,3.3333333333333335,0.11587301587301586,2.539855072463768,40,24
37,2.6363636363636362,0.1422077922077922,3.034632034632035,29,22
38,2.9166666666666665,0.15317460317460316,2.9130434782608696,35,24
39,2.88,0.13885714285714287,2.736666666666667,36,25
40,2.4545454545454546,0.0,NaN,27,22
41,2.608695652173913,0.08612836438923396,NaN,30,23
42,2.5714285714285716,0.07936507936507936,2.980952380952381,27,21
43,3.04,0.16488888888888886,2.82,38,25
44,3.6363636363636362,0.14393939393939392,2.3636363636363638,40,22
45,3.84,0.30238095238095236,2.4466666666666668,48,25
46,3.4782608695652173,0.23716356107660455,2.4901185770750986,40,23
47,3.52,0.30822222222222223,2.38,44,25
48,3.5454545454545454,0.16244588744588742,2.4242424242424243,39,22
49,3.25,0.09861111111111111,2.5181159420289854,39,24
50,2.75,0.12906746031746033,NaN,33,24
51,3.217391304347826,0.09420289855072463,2.5019762845849804,37,23
52,3.0,0.11719576719576719,2.5833333333333335,36,24
53,3.217391304347826,0.10734989648033126,2.486166007905138,37,23
54,3.217391304347826,0.32853692201518286,2.4782608695652173,37,23
55,3.6666666666666665,0.1545544733044733,2.3079710144927534,44,24
56,3.652173913043478,0.17306896002548178,2.241106719367589,42,23
57,4.08,0.3522490842490843,2.3066666666666666,51,25
58,4.173913043478261,0.18029675638371293,2.1936758893280635,48,23
59,3.8260869565217392,0.16911663216011041,2.2371541501976284,44,23
60,3.391304347826087,0.09710144927536232,2.5770750988142295,39,23
61,3.391304347826087,0.07950310559006211,2.6482213438735176,39,23
62,3.28,0.18539682539682537,2.566666666666667,41,25
63,3.75,0.19662698412698412,2.5434782608695654,45,24
64,4.08,0.1566984126984127,2.2866666666666666,51,25
65,3.92,0.14587301587301588,2.3233333333333333,49,25
66,3.84,0.16942857142857143,2.433333333333333,48,25
67,4.0,0.13822751322751323,2.278985507246377,48,24
68,4.0,0.17609126984126985,2.2717391304347827,48,24
69,3.68,0.08323809523809525,2.466666666666667,46,25
70,3.3333333333333335,0.10376984126984128,2.5905797101449277,40,24
71,3.0434782608695654,0.09420289855072463,2.8260869565217392,35,23
72,2.96,0.10019047619047619,2.7466666666666666,37,25
73,2.869565217391304,0.12795031055900621,2.877470355731225,33,23
74,3.6666666666666665,0.25506854256854256,2.4746376811594204,44,24
75,3.9130434782608696,0.23739883305100698,2.260869565217391,45,23
76,3.52,0.22336507936507935,2.55,44,25
77,3.12,0.20095238095238094,2.64,39,25
78,3.0476190476190474,0.22664399092970522,2.642857142857143,32,21
79,3.25,0.28134920634920635,2.6956521739130435,39,24
80,3.36,0.14577777777777778,2.4833333333333334,42,25
81,3.5454545454545454,0.23331365604092877,2.29004329004329,39,22
82,3.9047619047619047,0.19077853363567648,2.242857142857143,41,21
83,3.6666666666666665,0.21173941798941798,2.420289855072464,44,24
84,3.75,0.19067460317460316,2.467391304347826,45,24
85,2.88,0.12780952380952382,3.1233333333333335,36,25
86,2.75,0.09305555555555556,NaN,33,24
87,2.608695652173913,0.02898550724637681,2.9486166007905137,30,23
88,3.0,0.09930555555555555,2.7572463768115942,36,24
89,3.3333333333333335,0.2310185185185185,2.5869565217391304,40,24
90,3.68,0.18323809523809523,2.42,46,25
91,3.8333333333333335,0.20185185185185184,2.3442028985507246,46,24
92,3.6666666666666665,0.2612103174603175,2.467391304347826,44,24
93,3.68,0.15780952380952382,2.526666666666667,46,25
94,3.52,0.2337142857142857,2.6066666666666665,44,25
95,3.68,0.204,2.4066666666666667,46,25
96,3.52,0.09638095238095237,2.533333333333333,44,25
97,3.5,0.18432539682539684,2.5217391304347827,42,24
98,3.5,0.1628968253968254,2.5652173913043477,42,24
99,3.217391304347826,0.20144927536231882,2.774703557312253,37,23
100,3.090909090909091,0.20151515151515154,2.8354978354978355,34,22
101,3.0434782608695654,0.10351966873706005,2.7470355731225298,35,23
102,3.4545454545454546,0.3119047619047619,2.502164502164502,38,22
103,3.76,0.2765079365079365,2.4033333333333333,47,25
104,3.3636363636363638,0.209018759018759,2.5324675324675323,37,22
105,3.6666666666666665,0.15932539682539681,2.670289855072464,44,24
106,3.28,0.1620952380952381,2.71,41,25
107,3.5833333333333335,0.07525252525252525,2.431159420289855,43,24
108,3.84,0.09304761904761903,2.3366666666666664,48,25
109,4.166666666666667,0.21071428571428572,2.25,50,24
110,4.0,0.17419047619047617,2.43,50,25
111,3.5454545454545454,0.21666666666666667,2.5454545454545454,39,22
112,3.2,0.07723809523809524,2.6466666666666665,40,25
113,2.869565217391304,0.0,2.8932806324110674,33,23
114,2.8181818181818183,0.12575757575757576,3.0216450216450217,31,22
115,2.8333333333333335,0.2353174603174603,2.829710144927536,34,24
116,3.2,0.1088095238095238,2.5210526315789474,32,20
117,2.8,0.13476190476190475,2.92,35,25
118,3.25,0.18584656084656084,2.6630434782608696,39,24
119,3.12,0.21104761904761904,NaN,39,25
120,3.4782608695652173,0.17705314009661835,2.4071146245059287,40,23
121,3.5833333333333335,0.23382936507936505,2.550724637681159,43,24
122,3.0833333333333335,0.13406084656084657,2.6739130434782608,37,24
123,3.130434782608696,0.15548654244306417,2.7865612648221343,36,23
124,3.272727272727273,0.10303030303030303,2.5454545454545454,36,22
125,3.3333333333333335,0.20734126984126985,2.608695652173913,40,24
126,2.9166666666666665,0.16626984126984126,2.9927536231884058,35,24
127,3.217391304347826,0.11966873706004141,2.541501976284585,37,23
128,3.0434782608695654,0.15103519668737062,NaN,35,23
129,3.4166666666666665,0.19365079365079363,NaN,41,24
130,3.1666666666666665,0.23750000000000002,NaN,38,24
131,3.5,0.27071428571428574,2.357894736842105,35,20
132,3.8260869565217392,0.1792270531400966,2.3043478260869565,44,23
133,3.68,0.25755555555555554,2.54,46,25
134,3.8333333333333335,0.18687169312169313,2.380434782608696,46,24
135,3.4166666666666665,0.036904761904761905,2.329710144927536,41,24
136,3.8260869565217392,0.14664031620553358,2.2529644268774702,44,23
137,3.75,0.1564935064935065,2.2971014492753623,45,24
138,3.3043478260869565,0.18357487922705315,2.7114624505928853,38,23
139,3.0,0.09186507936507936,NaN,36,24
140,3.0434782608695654,0.20186335403726705,2.802371541501976,35,23
141,3.12,0.12228571428571428,2.8133333333333335,39,25
142,3.391304347826087,0.27267080745341615,2.5217391304347827,39,23
143,3.652173913043478,0.17236024844720496,2.5296442687747036,42,23
144,3.52,0.27384126984126983,2.76,44,25
