run,generation,degenerate,holistic,other,compositional,popsize,turnover_rounds,group_rounds
2,0,0.998604100340889,1.4265450615270749e-08,0.0013949126323002914,9.72761361585614e-07,25,20,20
2,1,0.859669855452635,0.0010516980061715574,0.13921076175415523,6.76847870405434e-05,25,20,20
2,2,0.8203611929190114,2.9239708990127083e-06,0.17949937953619205,0.00013650357389672458,25,20,20
2,3,0.8868786548061661,1.463800705067493e-06,0.11306445067174245,5.5430721386759515e-05,25,20,20
2,4,0.7652727024436236,7.08693775295707e-05,0.2346361528395025,2.027533934542772e-05,25,20,20
2,5,0.6864289284045111,1.8267710350942164e-05,0.31349499187561586,5.78120095217712e-05,25,20,20
2,6,0.7479541316305455,1.4071139863101269e-05,0.2514074922449656,0.0006243049846258384,25,20,20
2,7,0.6998802814035437,3.0379724563503333e-06,0.29091960804246425,0.009197072581535128,25,20,20
2,8,0.8803726725518135,4.5075621693901583e-07,0.11960014745093074,2.6729241038138994e-05,25,20,20
2,9,0.911644928082671,7.238509519039229e-07,0.08830743859757711,4.6909468799634706e-05,25,20,20
2,10,0.8190665933538024,2.7759740148050128e-05,0.18086716344025852,3.848346578971186e-05,25,20,20
2,11,0.7816688812847873,7.769757543093771e-07,0.21785777734704415,0.0004725643924131205,25,20,20
2,12,0.7553663982871001,0.0007237682701460426,0.24365112814733483,0.0002587052954195802,25,20,20
2,13,0.8612548887266975,2.9641706134341975e-06,0.12934116886637198,0.009400978236317298,25,20,20
2,14,0.8716045413800075,2.708612380366093e-05,0.0890946104371151,0.03927376205907398,25,20,20
2,15,0.7745571599998534,1.0539366736267285e-06,0.18616602852860456,0.03927575753486889,25,20,20
2,16,0.7284920197206707,8.174837366985129e-07,0.23195033000765775,0.03955683278793463,25,20,20
2,17,0.8353820058689617,2.198859179650977e-06,0.093811788995327,0.07080400627653195,25,20,20
2,18,0.7943025507810298,5.341763175479188e-06,0.1287555800442486,0.07693652741154659,25,20,20
2,19,0.850686167315069,6.7041427846497e-06,0.08766124075945232,0.06164588778269449,25,20,20
2,20,0.8033622164407399,0.00019841552445939157,0.11744619309135058,0.07899317494345004,25,20,20
2,21,0.8127819193625265,4.8776837049969053e-05,0.11914923697417644,0.06802006682624713,25,20,20
2,22,0.8334016588177513,4.90236125021689e-05,0.10780345603478374,0.058745861534963216,25,20,20
2,23,0.8395568347895198,1.3304693417305526e-06,0.08143852624224442,0.0790033084988941,25,20,20
2,24,0.786922961396559,0.010834060698014934,0.12235391500224066,0.07988906290318482,25,20,20
2,25,0.7273804665717948,0.010836211610743308,0.14263610747148348,0.11914721434597729,25,20,20
2,26,0.7433850111042439,0.0001201438254520025,0.13781940574572965,0.11867543932457413,25,20,20
2,27,0.7273514345750738,0.00011766251256487127,0.15505833938652328,0.1174725635258366,25,20,20
2,28,0.7768301364572572,4.974148210554298e-07,0.10521357383653399,0.11795579229138793,25,20,20
2,29,0.7482275599526101,2.05715057968461e-05,0.1397228859008305,0.11202898264076241,25,20,20
2,30,0.7171448393818172,6.049537449716559e-05,0.16435436396845604,0.11844030127522993,25,20,20
2,31,0.7062914565639248,3.994774615948588e-06,0.1751455535438906,0.11855899511756826,25,20,20
2,32,0.714993501900408,1.6271963717408867e-07,0.16682608392382242,0.11818025145613198,25,20,20
2,33,0.7476652720289614,9.505403630384652e-06,0.13371656495643314,0.11860865761097568,25,20,20
2,34,0.801395937810617,1.0053583047950483e-05,0.08010889719310717,0.11848511141322826,25,20,20
2,35,0.8462185403694602,2.622100736911994e-05,0.035272260736054946,0.11848297788711581,25,20,20
2,36,0.7244319857225243,1.5931488014804234e-05,0.15713215333225894,0.11841992945720232,25,20,20
2,37,0.8059262159017354,7.189373312228624e-07,0.06783441072054014,0.12623865444039334,25,20,20
2,38,0.7664977281091274,9.72578980188809e-06,0.11476515148865345,0.11872739461241742,25,20,20
2,39,0.7693102055386611,7.435141668926899e-06,0.11177977381605453,0.11890258550361549,25,20,20
2,40,0.7614477969343177,7.459429784159454e-06,0.12011789249703239,0.11842685113886614,25,20,20
2,41,0.7432111596303502,4.5805306555158926e-06,0.13808492102892525,0.11869933881006837,25,20,20
2,42,0.7636939525811868,3.963149620453802e-06,0.11705588047263413,0.119246203796558,25,20,20
2,43,0.7270160179248034,7.879717678772208e-07,0.1145832803256633,0.15839991377776555,25,20,20
2,44,0.7209132281114443,7.394601242463137e-07,0.12346912313304464,0.15561690929538602,25,20,20
2,45,0.7136328491265727,1.2966683774559906e-06,0.12871216532951096,0.1576536888755384,25,20,20
2,46,0.7430121082757212,5.064524535789385e-06,0.09944487389223731,0.15753795330750578,25,20,20
2,47,0.6967061822825713,1.3224119878739433e-05,0.18753391441155745,0.11574667918599352,25,20,20
2,48,0.7316255405257652,0.0008477762933903005,0.15520977931850333,0.11231690386234164,25,20,20
