run,generation,degenerate,holistic,other,compositional,popsize,turnover_rounds,group_rounds
43,0,0.015625000000000003,0.06250000000000001,0.8906250000000001,0.03125000000000001,25,30,20
43,1,0.018293001819043076,0.0401679392654675,0.9146454870734793,0.02689357184201211,25,30,20
43,2,0.005516070386266282,0.050456168266742554,0.8977218167546708,0.04630594459231247,25,30,20
43,3,0.003321913142450944,0.18125614287878514,0.7650224774296771,0.050399466549081895,25,30,20
43,4,0.000429627595915196,0.23882664273901866,0.657046098844546,0.10369763082051982,25,30,20
43,5,0.00023084488006847162,0.27156943430990227,0.480512380402884,0.247687340407143,25,30,20
43,6,0.00017519294633610755,0.19693962043651417,0.3916145584502643,0.4112706281668839,25,30,20
43,7,0.00010996830818704857,0.27788304480088216,0.2984900723196677,0.4235169145712579,25,30,20
43,8,9.547551541984053e-05,0.2826601347111691,0.3734722627781744,0.3437721269952352,25,30,20
43,9,8.070529501186396e-05,0.3849756818470943,0.37498073892112666,0.23996287393677196,25,30,20
43,10,7.351735788418884e-05,0.37840710496542235,0.3812105903494993,0.24030878732720282,25,30,20
43,11,0.00010125909844038265,0.47911938511398416,0.32043409961454367,0.20034525617302873,25,30,20
43,12,0.00012023394238309236,0.6319314845686074,0.2877926031017427,0.08015567838726824,25,30,20
43,13,7.012687054261862e-05,0.5668808150053758,0.3129839958961504,0.12006506222793256,25,30,20
43,14,6.965957115207094e-05,0.5323998976511918,0.38659068482296616,0.08093975795468847,25,30,20
43,15,0.0004491361685209572,0.421389931671522,0.49653507984695283,0.08162585231300405,25,30,20
43,16,0.00042773486677158716,0.33337289684462534,0.5137432825632889,0.15245608572531233,25,30,20
43,17,0.00041589244751386256,0.4189662042544216,0.4198378612258513,0.16078004207221394,25,30,20
43,18,0.00033181342011114436,0.3181410945074131,0.508145902843345,0.17338118922912496,25,30,20
43,19,0.0003063793783936223,0.35476369473921765,0.5128882453193512,0.13204168056304055,25,30,20
43,20,0.0003222399804174779,0.24025274688792508,0.6275547568983977,0.13187025623326096,25,30,20
43,21,0.00016528590918699144,0.4154478361114722,0.3749035476138595,0.20948333036547617,25,30,20
43,22,0.00018227222844046563,0.39907729543521225,0.4707980382435166,0.1299423940928269,25,30,20
43,23,0.00014183949794160738,0.4396957463370945,0.4184841702665637,0.14167824389840036,25,30,20
43,24,0.00011171534986332224,0.4115956242639339,0.44687238722386896,0.14142027316233763,25,30,20
43,25,0.0009588492935974765,0.2790905450482985,0.5327278934397361,0.1872227122183663,25,30,20
43,26,0.0004749271873658922,0.27808661774845417,0.6326632474884617,0.08877520757572074,25,30,20
43,27,0.0004833198168435499,0.27554445072849526,0.6374706267824609,0.08650160267220423,25,30,20
43,28,0.0005359734724910109,0.31552947812060217,0.5567244596870133,0.1272100887198977,25,30,20
43,29,0.0005177571421282538,0.259180191969585,0.5336452188729534,0.20665683201533191,25,30,20
43,30,0.000525756093179979,0.37797543180541254,0.4943574257276216,0.12714138637378752,25,30,20
43,31,0.00025207170782038177,0.5121012997098184,0.2814134317490877,0.20623319683327423,25,30,20
43,32,0.0002549043460527747,0.5720701089554341,0.26135705386760133,0.16631793283091534,25,30,20
43,33,0.000259688855251035,0.5633643925786159,0.3445029778423454,0.09187294072378843,25,30,20
43,34,0.00029649028117764454,0.5218758309637433,0.35113806092459454,0.12668961783048877,25,30,20
43,35,0.00026021346804286187,0.6226059647854536,0.28528650184920334,0.09184731989730326,25,30,20
43,36,0.0002949186279548328,0.5831452287482658,0.2890640936169269,0.1274957590068557,25,30,20
43,37,0.0003110538960156943,0.6138444631965173,0.2982464802379881,0.08759800266948105,25,30,20
43,38,0.0002976640349651129,0.5110656712686013,0.37085940802156697,0.11777725667486144,25,30,20
43,39,0.000259281672685095,0.5878208100994261,0.2951774602561448,0.11674244797174488,25,30,20
43,40,0.0002555117277102039,0.6289063244031154,0.2819600214930437,0.08887814237612929,25,30,20
43,41,0.0002577860342495056,0.5152608709233224,0.39557692349003526,0.08890441955239141,25,30,20
43,42,0.0002626311549598834,0.5124524972809147,0.3983910507305086,0.08889382083361111,25,30,20
43,43,0.00036647102387705007,0.4627301451697308,0.4247392840444298,0.11216409976195987,25,30,20
43,44,0.00043139358284074487,0.4033694791966022,0.42248119213763347,0.17371793508292258,25,30,20
43,45,0.00036698448394462845,0.4611137585241667,0.3864191162139386,0.15210014077795603,25,30,20
43,46,0.0003642311377953342,0.4707571546840057,0.41490342908298283,0.11397518509521828,25,30,20
43,47,0.0002739809293187618,0.5114959264580653,0.40015586903372885,0.08807422357888534,25,30,20
43,48,0.00045007472032938437,0.5681437652607317,0.34394287419695646,0.08746328582197503,25,30,20
43,49,0.001197050780854151,0.510882884839879,0.3626321158950485,0.12528794848421632,25,30,20
43,50,0.0011962128934089255,0.4985000050251614,0.4130031437844734,0.0873006382969541,25,30,20
43,51,0.0010264705970678364,0.49605983294239586,0.4155758737502743,0.08733782271026003,25,30,20
43,52,0.0010193164356969667,0.45846794877306685,0.4531954612910843,0.08731727350015482,25,30,20
43,53,0.0010157358740324213,0.5048441059503744,0.40678690507809945,0.08735325309749604,25,30,20
43,54,0.0010156211513792724,0.4388742768508936,0.3928451936152978,0.1672649083824326,25,30,20
43,55,0.0010094233476258443,0.48291419000593144,0.38876010495744007,0.12731628168900103,25,30,20
43,56,0.001009427394261892,0.4814353116391439,0.39023871272261396,0.12731654824397876,25,30,20
43,57,0.0010107712113948263,0.44279900084372187,0.46843090027926165,0.08775932766561649,25,30,20
43,58,0.0008523189135890855,0.44213130861822714,0.4156800712782275,0.14133630118995044,25,30,20
43,59,0.0008521254351220369,0.458675586880349,0.39913964700156074,0.14133264068296655,25,30,20
43,60,0.0008520041989735387,0.45868816353642783,0.39912789786556924,0.1413319343990284,25,30,20
43,61,0.0008609532958738197,0.4419385005946443,0.4558208504889791,0.10137969562050156,25,30,20
43,62,0.0008523667827307148,0.4721633603866398,0.42561548092540463,0.10136879190522421,25,30,20
43,63,0.0008587674682228279,0.4754879390753539,0.42228452089908397,0.10136877255733229,25,30,20
43,64,0.0010678030321204304,0.4760463810971674,0.4218016349887484,0.10108418088196096,25,30,20
