,average_degree,clustering_coef,average_shortest_path,n_edges,n_nodes
0,5.28,0.9023157894736842,2.033333333333333,66,25
1,5.28,0.9023157894736842,2.033333333333333,66,25
2,5.28,0.9023157894736842,2.033333333333333,66,25
3,5.28,0.9023157894736842,2.033333333333333,66,25
4,5.28,0.9023157894736842,2.033333333333333,66,25
5,5.28,0.9023157894736842,2.033333333333333,66,25
6,5.28,0.9023157894736842,2.033333333333333,66,25
7,5.28,0.9023157894736842,2.033333333333333,66,25
8,5.28,0.9023157894736842,2.033333333333333,66,25
9,5.28,0.9023157894736842,2.033333333333333,66,25
10,5.28,0.9023157894736842,2.033333333333333,66,25
11,5.28,0.9023157894736842,2.033333333333333,66,25
12,5.28,0.9023157894736842,2.033333333333333,66,25
13,5.28,0.9023157894736842,2.033333333333333,66,25
14,5.28,0.9023157894736842,2.033333333333333,66,25
15,5.28,0.9023157894736842,2.033333333333333,66,25
16,5.28,0.9023157894736842,2.033333333333333,66,25
17,5.28,0.9023157894736842,2.033333333333333,66,25
18,5.28,0.9023157894736842,2.033333333333333,66,25
19,5.28,0.9023157894736842,2.033333333333333,66,25
20,5.28,0.9023157894736842,2.033333333333333,66,25
21,5.28,0.9023157894736842,2.033333333333333,66,25
22,5.28,0.9023157894736842,2.033333333333333,66,25
23,5.28,0.9023157894736842,2.033333333333333,66,25
24,5.28,0.9023157894736842,2.033333333333333,66,25
25,5.28,0.9023157894736842,2.033333333333333,66,25
26,5.28,0.9023157894736842,2.033333333333333,66,25
27,5.28,0.9023157894736842,2.033333333333333,66,25
28,5.28,0.9023157894736842,2.033333333333333,66,25
29,5.28,0.9023157894736842,2.033333333333333,66,25
30,5.28,0.9023157894736842,2.033333333333333,66,25
31,5.28,0.9023157894736842,2.033333333333333,66,25
32,5.28,0.9023157894736842,2.033333333333333,66,25
33,5.28,0.9023157894736842,2.033333333333333,66,25
34,5.28,0.9023157894736842,2.033333333333333,66,25
35,5.28,0.9023157894736842,2.033333333333333,66,25
36,5.28,0.9023157894736842,2.033333333333333,66,25
37,5.28,0.9023157894736842,2.033333333333333,66,25
38,5.28,0.9023157894736842,2.033333333333333,66,25
39,5.28,0.9023157894736842,2.033333333333333,66,25
40,5.28,0.9023157894736842,2.033333333333333,66,25
41,5.28,0.9023157894736842,2.033333333333333,66,25
42,5.28,0.9023157894736842,2.033333333333333,66,25
43,5.28,0.9023157894736842,2.033333333333333,66,25
44,5.28,0.9023157894736842,2.033333333333333,66,25
45,5.28,0.9023157894736842,2.033333333333333,66,25
46,5.28,0.9023157894736842,2.033333333333333,66,25
47,5.28,0.9023157894736842,2.033333333333333,66,25
48,5.28,0.9023157894736842,2.033333333333333,66,25
49,5.28,0.9023157894736842,2.033333333333333,66,25
50,5.28,0.9023157894736842,2.033333333333333,66,25
51,5.28,0.9023157894736842,2.033333333333333,66,25
52,5.28,0.9023157894736842,2.033333333333333,66,25
53,5.28,0.9023157894736842,2.033333333333333,66,25
54,5.28,0.9023157894736842,2.033333333333333,66,25
55,5.28,0.9023157894736842,2.033333333333333,66,25
56,5.28,0.9023157894736842,2.033333333333333,66,25
57,5.28,0.9023157894736842,2.033333333333333,66,25
58,5.28,0.9023157894736842,2.033333333333333,66,25
