run,generation,degenerate,holistic,other,compositional,popsize,turnover_rounds,group_rounds
25,0,0.27777079290976714,0.008947339609463357,0.6951179156477048,0.0181639518330878,25,30,20
25,1,0.2455617829426324,0.01418137004726786,0.7277590532080636,0.012497793802051576,25,30,20
25,2,0.1556350699154012,0.13333543617422708,0.647556497250431,0.06347299665994402,25,30,20
25,3,0.07124579476019902,0.1232279141636369,0.7243927692713517,0.08113352180481152,25,30,20
25,4,0.040757526695459026,0.17591534847049686,0.7027135571139489,0.08061356772009867,25,30,20
25,5,0.04460617175666202,0.184475251452101,0.6907118445991087,0.08020673219212421,25,30,20
25,6,0.04436493402355355,0.17260208781150993,0.7029324898974693,0.08010048826746369,25,30,20
25,7,0.02918195489425696,0.24431245138094204,0.6182315519976962,0.10827404172710157,25,30,20
25,8,0.030699940520242257,0.25201159596618106,0.5891695911900752,0.12811887232350305,25,30,20
25,9,0.04303871679827382,0.24031089673481262,0.5960530821760746,0.12059730429084155,25,30,20
25,10,0.02325875011250349,0.2917201751114518,0.5384759018380673,0.14654517293797722,25,30,20
25,11,0.019468958432542496,0.2804548766592569,0.5147772199522842,0.18529894495592,25,30,20
25,12,0.0005114790469036273,0.3181535647176415,0.4797347715222822,0.20160018471317215,25,30,20
25,13,0.0030210356612573653,0.31747559500066547,0.4789617643825055,0.2005416049555784,25,30,20
25,14,0.0027842797952401886,0.35662771930945314,0.440615773920204,0.19997222697510827,25,30,20
25,15,0.00041955752506116765,0.37136887443507627,0.428291361195588,0.1999202068442805,25,30,20
25,16,0.0052182300159839675,0.3707767997500108,0.3992007188433599,0.22480425139064278,25,30,20
25,17,0.02028059838811131,0.3615828313896866,0.37775932264147377,0.24037724758072887,25,30,20
25,18,0.021859921010295623,0.3637731828678228,0.35989517034485297,0.2544717257770298,25,30,20
25,19,0.017868373633206827,0.3602160742967,0.34198075054859606,0.2799348015214986,25,30,20
25,20,0.01868505444928878,0.3715460659613374,0.329713276764748,0.2800556028246215,25,30,20
25,21,0.0006001532080520959,0.36010055653377454,0.30874940136699563,0.33054988889117737,25,30,20
25,22,0.0005954079699272044,0.365655542303097,0.3147951420792548,0.3189539076477212,25,30,20
25,23,0.0005045092657585781,0.36582471593152555,0.31392999514609776,0.3197407796566192,25,30,20
25,24,0.000515497590769523,0.3602597384241761,0.2922068064208774,0.3470179575641766,25,30,20
25,25,0.0003185957385427368,0.3601707261652111,0.2387834642388764,0.40072721385737103,25,30,20
25,26,0.00039898175184430314,0.35968384364797773,0.2159274143716189,0.42398976022856155,25,30,20
25,27,0.00020639525641254634,0.3597897666659105,0.19976714317458805,0.4402366949030931,25,30,20
25,28,0.00020736755161902,0.35961788750299434,0.20157371914323702,0.43860102580215105,25,30,20
25,29,0.0001167663452076626,0.36664123039011787,0.19524503497333495,0.43799696829134105,25,30,20
25,30,0.0008005758965836975,0.3696853227520424,0.18984905039477382,0.4396650509566002,25,30,20
25,31,0.0007835098289709402,0.40666805599772504,0.15234455344145154,0.4402038807318535,25,30,20
25,32,0.002628256372683525,0.4379794280250097,0.12088683750814852,0.4385054780941581,25,30,20
25,33,0.00013408288874061202,0.43995329928751803,0.12142276916547912,0.43848984865826296,25,30,20
25,34,0.00012862435853303413,0.439992561645292,0.12161589428227973,0.4382629197138965,25,30,20
25,35,0.00018251719333764127,0.4396969881701284,0.12184774183509565,0.43827275280143835,25,30,20
25,36,0.00021765312395462003,0.43968550632904885,0.13554326229551766,0.42455357825148177,25,30,20
25,37,0.00010684103364701648,0.4398371242883965,0.13552348130964348,0.42453255336831247,25,30,20
25,38,0.00010979304649679018,0.43984098919142256,0.13551529167350645,0.4245339260885747,25,30,20
25,39,0.00035377022992624346,0.4398319703449969,0.0959725619851497,0.4638416974399261,25,30,20
25,40,0.0004102397189988419,0.4376352406853408,0.08257906393045628,0.47937545566520434,25,30,20
25,41,0.00026556111355509896,0.43997652273318866,0.07989896869660226,0.47985894745665475,25,30,20
25,42,0.0003570115596998435,0.43823001229351244,0.08061224974977604,0.4808007263970106,25,30,20
25,43,0.0003938109526804973,0.4382296929394456,0.08081078714779374,0.4805657089600781,25,30,20
25,44,0.00020682210206166086,0.4397804238394158,0.08054834159555091,0.4794644124629715,25,30,20
25,45,0.0026316164988782103,0.43981809479016404,0.09423548982093878,0.46331479889002025,25,30,20
25,46,0.0025833612741201885,0.4512797037413524,0.08255918067721593,0.463577754307312,25,30,20
25,47,0.00019224083178317791,0.4509990020741366,0.06902021265746805,0.479788544436611,25,30,20
25,48,0.0003244380624185314,0.43798495864512804,0.06191768085918263,0.49977292243327076,25,30,20
25,49,0.00018231022940098362,0.43953374777701165,0.0006984813235604043,0.5595854606700271,25,30,20
25,50,0.00022940378469605533,0.4395784870918322,0.0006064100729726384,0.5595856990505,25,30,20
25,51,0.00026103786346375263,0.4395121545906847,0.0007499679644873947,0.5594768395813644,25,30,20
25,52,9.948143336298729e-05,0.4397714838069482,0.0003698596655277792,0.5597591750941614,25,30,20
25,53,0.00019404770178040287,0.43965452528178967,0.000605019945912221,0.559546407070518,25,30,20
25,54,0.0001501273260493807,0.43956562999954274,0.0005672953272878211,0.5597169473471205,25,30,20
25,55,0.00010055836231880545,0.4397017973303336,0.0004699389092884074,0.5597277053980596,25,30,20
25,56,0.0003112279514982086,0.43933483939474827,0.0007311492249823478,0.5596227834287708,25,30,20
25,57,9.274024734575358e-05,0.43984535712842004,0.0002785628828871345,0.5597833397413473,25,30,20
25,58,9.630326097266111e-05,0.43975251536583704,0.0008933698014443976,0.5592578115717469,25,30,20
25,59,9.359908858291124e-05,0.43975160225023685,0.0009013116388931616,0.5592534870222875,25,30,20
25,60,0.00013089577365258474,0.4396674298585488,0.0004495557518972876,0.5597521186159028,25,30,20
25,61,9.653331725901559e-05,0.43967822340419277,0.001657746100154695,0.5585674971783943,25,30,20
