,average_degree,clustering_coef,average_shortest_path,n_edges,n_nodes
0,4.0,0.39199999999999996,2.61,50,25
1,4.0,0.39199999999999996,2.61,50,25
2,3.52,0.28895238095238096,3.08,44,25
3,3.0833333333333335,0.13938492063492064,2.760869565217391,37,24
4,2.88,0.06088888888888889,2.9066666666666667,36,25
5,3.1,0.2872222222222222,2.442105263157895,31,20
6,2.9166666666666665,0.07083333333333333,2.9782608695652173,35,24
7,3.0833333333333335,0.1875,2.7644927536231885,37,24
8,3.0,0.12222222222222222,2.8152173913043477,36,24
9,2.8333333333333335,0.09999999999999999,2.8840579710144927,34,24
10,3.0,0.13939393939393938,2.7142857142857144,33,22
11,3.2,0.136,NaN,40,25
12,3.5652173913043477,0.2145962732919255,2.458498023715415,41,23
13,3.68,0.2699365079365079,2.4266666666666667,46,25
14,3.8260869565217392,0.17256728778467909,2.411067193675889,44,23
15,4.0,0.2157777777777778,2.26,50,25
16,3.92,0.34148917748917745,2.32,49,25
17,3.76,0.2542857142857143,NaN,47,25
18,4.0,0.29815323565323565,2.3840579710144927,48,24
19,4.6,0.2507936507936508,2.0,46,20
20,4.916666666666667,0.375736531986532,2.028985507246377,59,24
21,4.48,0.2431053391053391,2.1333333333333333,56,25
22,4.75,0.16534391534391535,2.1159420289855073,57,24
23,4.75,0.1806216931216931,2.1449275362318843,57,24
24,4.666666666666667,0.2200727513227513,2.1557971014492754,56,24
25,4.0,0.13352380952380952,2.3766666666666665,50,25
26,3.6666666666666665,0.14722222222222223,2.3550724637681157,44,24
27,3.5,0.2606150793650794,2.503623188405797,42,24
28,3.52,0.22044444444444444,2.4466666666666668,44,25
29,3.0434782608695654,0.15507246376811593,2.8735177865612647,35,23
30,3.25,0.23237433862433862,2.6231884057971016,39,24
31,3.5,0.24778138528138527,2.4094202898550723,42,24
32,3.5454545454545454,0.2459989505444051,2.367965367965368,39,22
33,2.88,0.1057142857142857,2.933333333333333,36,25
34,3.0833333333333335,0.13938492063492064,2.7318840579710146,37,24
35,2.869565217391304,0.12360248447204969,NaN,33,23
36,2.869565217391304,0.10269151138716356,2.841897233201581,33,23
37,2.6956521739130435,0.05486542443064182,NaN,31,23
38,3.1818181818181817,0.19707792207792207,2.502164502164502,35,22
39,3.25,0.11683201058201058,2.4818840579710146,39,24
40,3.217391304347826,0.23043478260869565,2.6956521739130435,37,23
41,3.12,0.026476190476190476,2.723333333333333,39,25
42,3.217391304347826,0.18012422360248445,2.632411067193676,37,23
43,3.5,0.07916666666666666,2.532608695652174,42,24
44,3.238095238095238,0.12811791383219953,2.466666666666667,34,21
45,3.0833333333333335,0.18134920634920634,2.652173913043478,37,24
46,2.608695652173913,0.12525879917184266,2.782608695652174,30,23
47,2.6666666666666665,0.04583333333333333,2.9746376811594204,32,24
48,2.782608695652174,0.2988612836438923,2.8102766798418974,32,23
49,3.0,0.08194444444444444,2.6920289855072466,36,24
50,3.4782608695652173,0.10869565217391304,2.474308300395257,40,23
51,3.391304347826087,0.2193926846100759,2.549407114624506,39,23
