,average_degree,clustering_coef,average_shortest_path,n_edges,n_nodes
0,4.0,0.312,2.66,50,25
1,4.0,0.312,2.66,50,25
2,3.76,0.248,2.4833333333333334,47,25
3,3.391304347826087,0.10869565217391304,2.5731225296442686,39,23
4,3.2,0.11904761904761905,2.5733333333333333,40,25
5,2.608695652173913,0.049275362318840575,NaN,30,23
6,3.0,0.05555555555555555,2.739130434782609,36,24
7,3.3043478260869565,0.2059006211180124,2.5098814229249014,38,23
8,2.9565217391304346,0.22422360248447207,2.6679841897233203,34,23
9,3.04,0.22155555555555556,2.7133333333333334,38,25
10,3.8095238095238093,0.2987528344671202,2.433333333333333,40,21
11,4.086956521739131,0.23457556935817803,2.268774703557312,47,23
12,3.92,0.2836190476190476,2.3933333333333335,49,25
13,3.6666666666666665,0.12757936507936507,2.467391304347826,44,24
14,3.739130434782609,0.16211180124223604,2.5652173913043477,43,23
15,3.6666666666666665,0.18958333333333333,2.4384057971014492,44,24
16,3.8333333333333335,0.18611111111111112,2.550724637681159,46,24
17,3.9166666666666665,0.24632936507936506,2.402173913043478,47,24
18,4.0,0.2515873015873016,2.431159420289855,48,24
19,4.3478260869565215,0.2100414078674948,2.2885375494071147,50,23
20,4.2727272727272725,0.2079004329004329,2.220779220779221,47,22
21,3.5833333333333335,0.17301587301587304,2.4746376811594204,43,24
22,3.36,0.11466666666666667,2.4633333333333334,42,25
23,3.4166666666666665,0.06567460317460318,2.4565217391304346,41,24
24,3.36,0.09333333333333334,2.72,42,25
25,3.6,0.04933333333333333,2.5033333333333334,45,25
26,4.0,0.11845238095238096,2.246376811594203,48,24
27,3.6666666666666665,0.16954365079365077,2.329710144927536,44,24
28,3.6666666666666665,0.14517195767195767,2.36231884057971,44,24
29,3.84,0.1749264069264069,2.4166666666666665,48,25
30,3.5652173913043477,0.20329380764163374,2.355731225296443,41,23
31,3.44,0.25933333333333336,2.6366666666666667,43,25
32,3.36,0.11171428571428571,2.55,42,25
33,3.92,0.21517460317460316,2.49,49,25
34,4.181818181818182,0.09231601731601731,2.116883116883117,46,22
35,4.0,0.1870793650793651,2.2533333333333334,50,25
36,4.608695652173913,0.1675638371290545,2.0988142292490117,53,23
37,4.333333333333333,0.12662037037037036,2.2355072463768115,52,24
38,4.24,0.1635873015873016,2.3,53,25
39,3.84,0.2561904761904762,2.4266666666666667,48,25
40,3.8260869565217392,0.3613871635610766,2.33596837944664,44,23
41,3.6666666666666665,0.12896825396825398,2.3768115942028984,44,24
42,3.04,0.026666666666666665,2.78,38,25
43,3.3333333333333335,0.046130952380952384,2.608695652173913,40,24
44,3.130434782608696,0.03643892339544513,NaN,36,23
45,3.238095238095238,0.10770975056689343,2.4857142857142858,34,21
46,3.25,0.13978174603174603,2.4927536231884058,39,24
47,3.44,0.228,2.6633333333333336,43,25
48,2.72,0.084,NaN,34,25
49,3.0434782608695654,0.2163561076604555,2.644268774703557,35,23
50,2.9565217391304346,0.23944099378881986,2.683794466403162,34,23
51,3.3333333333333335,0.13809523809523808,2.4927536231884058,40,24
52,3.4166666666666665,0.06448412698412699,2.489130434782609,41,24
53,3.36,0.19352380952380951,2.52,42,25
54,3.217391304347826,0.1565217391304348,2.5454545454545454,37,23
55,3.0,0.20019841269841268,2.7355072463768115,36,24
56,3.3,0.21869047619047616,2.5473684210526315,33,20
57,3.727272727272727,0.1646202282565919,2.173160173160173,41,22
58,3.12,0.09009523809523809,2.736666666666667,39,25
